campaign_id,customer_id,target_date
1,12840,8/10/2025
1,3728,7/20/2025
1,15963,9/1/2025
1,15473,5/13/2025
1,9099,6/6/2025
1,12667,7/29/2025
1,2598,8/15/2025
1,16701,9/11/2025
1,6052,8/17/2025
1,4542,7/24/2025
1,1030,7/18/2025
1,2001,9/14/2025
1,7720,8/16/2025
1,8742,10/9/2025
1,10851,6/16/2025
1,1042,9/5/2025
1,18528,10/16/2025
1,4134,8/3/2025
1,6009,7/24/2025
1,3568,4/3/2025
1,15422,5/30/2025
1,11125,10/2/2025
1,12428,10/25/2025
1,720,6/11/2025
1,15288,9/1/2025
1,2839,9/28/2025
1,18229,7/13/2025
1,1605,5/23/2025
1,5922,7/9/2025
1,5286,4/29/2025
1,5252,9/1/2025
1,12382,9/8/2025
1,12066,10/13/2025
1,3645,9/20/2025
1,1007,5/22/2025
1,7496,10/3/2025
1,13353,8/8/2025
1,8240,8/13/2025
1,9659,4/13/2025
1,2023,4/11/2025
1,2312,5/3/2025
1,6609,5/21/2025
1,5692,4/21/2025
1,12663,7/15/2025
1,14211,7/23/2025
1,18870,8/9/2025
1,15066,8/22/2025
1,11700,5/4/2025
1,14747,5/28/2025
1,2553,9/12/2025
1,19722,7/1/2025
1,16595,6/23/2025
1,15650,4/28/2025
1,2989,6/5/2025
1,13188,9/13/2025
1,12413,6/18/2025
1,5249,6/7/2025
1,4486,7/6/2025
1,9377,7/5/2025
1,355,5/30/2025
1,946,6/12/2025
1,13546,9/17/2025
1,3525,8/15/2025
1,1266,5/23/2025
1,7535,6/7/2025
1,3137,4/5/2025
1,6787,9/24/2025
1,245,5/10/2025
1,560,10/6/2025
1,179,9/22/2025
1,2640,4/6/2025
1,18091,5/3/2025
1,15149,6/27/2025
1,14516,8/18/2025
1,19293,6/9/2025
1,15325,4/28/2025
1,17942,10/4/2025
1,5443,10/17/2025
1,19255,9/13/2025
1,5787,6/23/2025
1,5043,6/3/2025
1,17600,7/21/2025
1,757,6/9/2025
1,6215,5/31/2025
1,19218,9/18/2025
1,9025,9/25/2025
1,19602,7/17/2025
1,7553,4/8/2025
1,1683,10/9/2025
1,1380,8/3/2025
1,10916,5/22/2025
1,254,7/14/2025
1,3075,8/30/2025
1,19644,9/30/2025
1,1365,5/6/2025
1,15105,7/24/2025
1,4568,6/27/2025
1,6921,8/19/2025
1,8133,9/27/2025
1,5446,8/4/2025
1,17050,10/31/2025
1,5870,9/1/2025
1,3079,4/10/2025
1,7484,5/3/2025
1,6474,5/13/2025
1,8798,6/2/2025
1,8851,7/4/2025
1,10487,6/7/2025
1,19128,7/10/2025
1,1652,8/8/2025
1,13459,8/12/2025
1,16528,8/27/2025
1,12726,7/12/2025
1,17808,9/15/2025
1,7876,7/25/2025
1,8038,5/4/2025
1,7905,4/13/2025
1,10000,8/12/2025
1,14713,4/14/2025
1,11028,7/23/2025
1,934,8/31/2025
1,15076,8/10/2025
1,2137,7/12/2025
1,6176,10/25/2025
1,9735,10/29/2025
1,10651,4/19/2025
1,1044,7/6/2025
1,6986,9/1/2025
1,8725,5/8/2025
1,13647,5/12/2025
1,6440,7/17/2025
1,5623,7/11/2025
1,7664,7/8/2025
1,448,5/13/2025
1,4711,10/23/2025
1,19176,10/11/2025
1,9582,4/29/2025
1,10847,5/3/2025
1,19484,7/12/2025
1,6070,6/22/2025
1,17466,6/20/2025
1,13537,8/25/2025
1,16775,6/24/2025
1,2644,7/28/2025
1,5193,9/7/2025
1,9499,10/22/2025
1,4726,5/16/2025
1,19456,4/1/2025
1,8505,7/22/2025
1,15933,8/21/2025
1,9265,6/30/2025
1,11933,10/12/2025
1,16156,7/29/2025
1,19077,6/16/2025
1,2655,6/23/2025
1,8147,9/9/2025
1,8191,4/20/2025
1,7077,4/4/2025
1,8044,4/13/2025
1,8206,10/2/2025
1,10165,6/28/2025
1,1072,5/27/2025
1,19102,8/9/2025
1,13084,8/12/2025
1,11643,4/2/2025
1,10542,8/22/2025
1,3058,4/16/2025
1,18058,6/8/2025
1,11823,8/22/2025
1,4403,4/14/2025
1,2109,9/6/2025
1,13051,6/18/2025
1,17086,5/27/2025
1,11281,7/12/2025
1,1371,5/3/2025
1,8308,9/7/2025
1,15815,6/7/2025
1,7421,7/13/2025
1,19368,9/8/2025
1,16744,10/13/2025
1,1239,8/4/2025
1,835,10/22/2025
1,5211,6/17/2025
1,12999,9/7/2025
1,14664,5/19/2025
1,5609,6/20/2025
1,13701,10/29/2025
1,5523,7/9/2025
1,15197,10/18/2025
1,13889,4/7/2025
1,11066,10/23/2025
1,19189,8/7/2025
1,12399,10/31/2025
1,5413,4/25/2025
1,9382,10/23/2025
1,17373,6/4/2025
1,7019,7/26/2025
1,15932,4/18/2025
1,15144,8/15/2025
1,6120,4/8/2025
1,3318,9/13/2025
1,12894,7/5/2025
1,3575,6/13/2025
1,13398,9/18/2025
1,18949,7/20/2025
1,12320,8/29/2025
1,7886,4/1/2025
1,8434,8/1/2025
1,2284,5/31/2025
1,16445,8/31/2025
1,19024,10/31/2025
1,405,7/22/2025
1,1123,7/5/2025
1,18724,10/4/2025
1,5964,5/2/2025
1,9699,7/16/2025
1,8640,5/20/2025
1,17825,10/13/2025
1,4768,6/21/2025
1,19313,9/20/2025
1,6507,7/8/2025
1,9296,4/27/2025
1,11368,9/15/2025
1,15693,7/29/2025
1,2415,9/15/2025
1,15153,6/8/2025
1,1528,10/5/2025
1,15542,4/18/2025
1,9411,6/21/2025
1,7487,4/19/2025
1,14197,6/1/2025
1,19154,4/29/2025
1,19979,8/11/2025
1,7946,8/17/2025
1,12158,9/15/2025
1,1243,7/26/2025
1,15447,6/22/2025
1,13880,10/15/2025
1,14672,9/8/2025
1,8780,4/8/2025
1,14067,6/28/2025
1,18637,7/20/2025
1,8920,4/28/2025
1,17113,10/3/2025
1,11191,4/10/2025
1,15263,6/7/2025
1,8655,10/26/2025
1,14421,6/13/2025
1,564,7/11/2025
1,18278,9/1/2025
1,12273,8/26/2025
1,4758,5/20/2025
1,8534,7/1/2025
1,14373,8/17/2025
1,15950,6/15/2025
1,11378,4/20/2025
1,1485,4/29/2025
1,4117,7/18/2025
1,16484,6/26/2025
1,9291,8/22/2025
1,14359,7/17/2025
1,14990,7/24/2025
1,2813,5/20/2025
1,3507,7/26/2025
1,5621,5/14/2025
1,16309,10/3/2025
1,4170,8/31/2025
1,14554,5/9/2025
1,449,4/5/2025
1,11099,4/4/2025
1,132,7/10/2025
1,14357,7/24/2025
1,18727,8/25/2025
1,14260,4/12/2025
1,17498,7/27/2025
1,16240,8/1/2025
1,13010,5/4/2025
1,2217,6/10/2025
1,8460,7/2/2025
1,12722,5/19/2025
1,13966,10/29/2025
1,17773,4/12/2025
1,3385,6/17/2025
1,5742,5/3/2025
1,6185,9/2/2025
1,14236,4/18/2025
1,5162,10/11/2025
1,13791,10/23/2025
1,5177,9/5/2025
1,14356,10/12/2025
1,6714,9/20/2025
1,17677,4/9/2025
1,15537,9/21/2025
1,15184,4/16/2025
1,8293,5/17/2025
1,17704,8/4/2025
1,4668,5/3/2025
1,10408,4/14/2025
1,3353,10/8/2025
1,13504,8/15/2025
1,9957,10/29/2025
1,16044,6/27/2025
1,9534,10/12/2025
1,236,10/17/2025
1,18500,7/15/2025
1,14600,4/22/2025
1,19346,5/29/2025
1,4276,5/28/2025
1,5233,4/23/2025
1,4000,9/1/2025
1,2218,9/1/2025
1,13443,8/6/2025
1,16691,10/23/2025
1,14862,8/16/2025
1,12648,5/24/2025
1,19308,8/31/2025
1,460,7/12/2025
1,8979,7/22/2025
1,6045,8/16/2025
1,14666,5/7/2025
1,3901,10/14/2025
1,17488,9/8/2025
1,16746,4/20/2025
1,8286,6/6/2025
1,15601,4/28/2025
1,12566,9/25/2025
1,2458,10/13/2025
1,7050,8/3/2025
1,15510,4/29/2025
1,2482,9/23/2025
1,2130,10/20/2025
1,3935,7/30/2025
1,3761,6/20/2025
1,14635,7/28/2025
1,11927,4/21/2025
1,19803,7/7/2025
1,12757,5/21/2025
1,18953,9/25/2025
1,9541,7/30/2025
1,4982,5/26/2025
1,13899,6/12/2025
1,10339,4/20/2025
1,3988,7/22/2025
1,7832,5/16/2025
1,11837,9/16/2025
1,4143,8/14/2025
1,3014,7/4/2025
1,14295,4/21/2025
1,19205,4/22/2025
1,7120,4/8/2025
1,13873,4/28/2025
1,9071,5/10/2025
1,13785,4/22/2025
1,2729,7/28/2025
1,5200,4/4/2025
1,19877,7/20/2025
1,3973,10/3/2025
1,4564,4/10/2025
1,8925,9/23/2025
1,69,9/4/2025
1,5228,8/7/2025
1,3388,7/13/2025
1,8934,7/13/2025
1,5480,10/15/2025
1,4903,7/20/2025
1,1898,4/3/2025
1,2359,10/13/2025
1,3026,8/15/2025
1,8006,8/10/2025
1,10395,4/6/2025
1,12210,7/11/2025
1,2440,10/19/2025
1,8763,10/20/2025
1,6331,9/8/2025
1,2439,4/22/2025
1,4031,4/14/2025
1,17318,10/14/2025
1,15380,4/12/2025
1,56,10/22/2025
1,7201,6/9/2025
1,8611,7/6/2025
1,926,6/25/2025
1,13703,10/8/2025
1,9594,6/1/2025
1,13818,8/6/2025
1,18077,8/2/2025
1,7953,8/5/2025
1,4435,4/26/2025
1,6888,4/27/2025
1,13160,6/22/2025
1,11590,7/21/2025
1,17613,5/26/2025
1,5198,7/20/2025
1,6324,4/19/2025
1,5997,8/10/2025
1,14994,5/3/2025
1,6717,7/12/2025
1,13924,5/27/2025
1,4957,8/12/2025
1,1971,5/8/2025
1,11647,4/12/2025
1,8414,5/19/2025
1,10409,4/10/2025
1,3236,5/6/2025
1,11441,8/20/2025
1,16145,7/27/2025
1,16245,7/24/2025
1,463,10/20/2025
1,4080,10/18/2025
1,16038,6/13/2025
1,14181,9/2/2025
1,5370,8/14/2025
1,14733,7/13/2025
1,4612,7/30/2025
1,2255,8/15/2025
1,16718,4/13/2025
1,7280,7/16/2025
1,1560,10/11/2025
1,18496,8/3/2025
1,848,6/22/2025
1,794,7/17/2025
1,9921,9/8/2025
1,10506,8/24/2025
1,13739,6/13/2025
1,8671,8/8/2025
1,17257,5/2/2025
1,17366,4/2/2025
1,14355,8/27/2025
1,2686,8/6/2025
1,16970,4/14/2025
1,6651,9/9/2025
1,9286,6/3/2025
1,7667,9/26/2025
1,16660,9/17/2025
1,15148,7/5/2025
1,10225,5/15/2025
1,18386,8/16/2025
1,2223,8/27/2025
1,7921,6/25/2025
1,14548,10/31/2025
1,14836,6/15/2025
1,13963,7/21/2025
1,9605,5/4/2025
1,1493,4/26/2025
1,11129,10/12/2025
1,13192,4/18/2025
1,3667,4/25/2025
1,3352,6/4/2025
1,19675,6/3/2025
1,11808,8/1/2025
1,15399,5/12/2025
1,17316,4/15/2025
1,13172,6/24/2025
1,9781,6/14/2025
1,2697,9/2/2025
1,19847,4/3/2025
1,15259,5/2/2025
1,1625,10/25/2025
1,12923,5/18/2025
1,10544,9/23/2025
1,9523,6/26/2025
1,19636,6/13/2025
1,19558,10/17/2025
1,1092,6/9/2025
1,16264,9/6/2025
1,6101,9/11/2025
1,18751,8/22/2025
1,17970,6/5/2025
1,11941,10/26/2025
1,8481,6/30/2025
1,2277,5/12/2025
1,247,6/8/2025
1,1215,6/28/2025
1,10422,8/1/2025
1,15247,8/28/2025
1,10240,8/14/2025
1,6737,5/11/2025
1,4547,4/22/2025
1,12553,7/12/2025
1,8719,5/29/2025
1,2086,7/1/2025
1,5597,8/22/2025
1,15807,6/1/2025
1,7185,10/24/2025
1,9640,5/27/2025
1,9557,10/10/2025
1,16904,4/5/2025
1,12170,7/7/2025
1,12438,5/6/2025
1,11049,9/18/2025
1,3387,9/14/2025
1,18847,5/9/2025
1,14084,6/5/2025
1,10444,7/6/2025
1,6147,5/24/2025
1,7585,9/6/2025
1,11900,5/3/2025
1,12706,10/24/2025
1,1098,6/5/2025
1,11349,5/25/2025
1,14581,10/2/2025
1,9088,5/26/2025
1,17568,4/26/2025
1,952,5/29/2025
1,12099,5/12/2025
1,11849,4/23/2025
1,11490,4/9/2025
1,14816,5/3/2025
1,19995,5/10/2025
1,13804,4/30/2025
1,8736,8/4/2025
1,9748,6/16/2025
1,16011,6/8/2025
1,9355,4/5/2025
1,14879,9/18/2025
1,3580,6/21/2025
1,7529,10/13/2025
1,15036,6/6/2025
1,14659,7/20/2025
1,19397,9/13/2025
1,118,4/14/2025
1,8771,5/5/2025
1,8789,6/10/2025
1,6156,9/27/2025
1,5339,7/5/2025
1,2988,6/14/2025
1,15080,4/30/2025
1,10822,9/18/2025
1,19371,8/28/2025
1,9801,10/16/2025
1,6280,4/3/2025
1,7573,5/26/2025
1,2250,6/24/2025
1,17504,6/9/2025
1,17873,7/19/2025
1,4947,5/3/2025
1,9741,7/9/2025
1,14916,5/9/2025
1,3603,5/10/2025
1,11218,6/17/2025
1,19723,7/28/2025
1,18873,8/26/2025
1,212,5/16/2025
1,7086,5/22/2025
1,7339,8/8/2025
1,2002,5/15/2025
1,9641,6/2/2025
1,17282,4/8/2025
1,11705,8/31/2025
1,16350,5/10/2025
1,19973,8/11/2025
1,17442,8/15/2025
1,12649,7/28/2025
1,3729,4/11/2025
1,14458,5/10/2025
1,10488,4/25/2025
1,5508,9/3/2025
1,354,5/22/2025
1,14859,7/7/2025
1,17724,5/4/2025
1,1071,5/30/2025
1,1498,4/27/2025
1,4607,6/27/2025
1,4454,6/23/2025
1,19410,5/13/2025
1,14500,8/9/2025
1,18234,4/23/2025
1,5492,6/4/2025
1,16513,9/19/2025
1,9231,6/18/2025
1,14684,4/19/2025
1,9070,10/5/2025
1,15065,4/19/2025
1,698,9/6/2025
1,9569,7/9/2025
1,16122,7/5/2025
1,15768,10/11/2025
1,16791,10/17/2025
1,3053,8/24/2025
1,1060,8/7/2025
1,4376,7/16/2025
1,14914,4/21/2025
1,14187,7/7/2025
1,7200,9/11/2025
1,7159,9/26/2025
1,8115,9/29/2025
1,8050,4/2/2025
1,10533,4/3/2025
1,4228,6/13/2025
1,13684,6/29/2025
1,1470,4/21/2025
1,8253,10/14/2025
1,17666,7/14/2025
1,12540,5/9/2025
1,14794,5/3/2025
1,1256,5/15/2025
1,14650,10/18/2025
1,10224,4/14/2025
1,18621,10/23/2025
1,9632,7/23/2025
1,14000,5/27/2025
1,17079,5/16/2025
1,13111,7/31/2025
1,14748,6/8/2025
1,9183,8/12/2025
1,19015,7/31/2025
1,19124,8/25/2025
1,13069,5/22/2025
1,11026,8/5/2025
1,13894,8/13/2025
1,2536,6/5/2025
1,12068,8/15/2025
1,3468,9/13/2025
1,12630,4/16/2025
1,17609,9/24/2025
1,16926,6/12/2025
1,10116,7/13/2025
1,12937,9/21/2025
1,3444,9/15/2025
1,19957,8/5/2025
1,10166,10/13/2025
1,9058,10/24/2025
1,9994,9/21/2025
1,5059,4/18/2025
1,12711,8/4/2025
1,11371,6/26/2025
1,1209,7/18/2025
1,8361,7/23/2025
1,339,4/14/2025
1,13173,10/21/2025
1,11733,6/11/2025
1,11433,7/29/2025
1,16161,9/28/2025
1,11356,8/12/2025
1,9873,5/19/2025
1,3138,9/16/2025
1,3628,4/4/2025
1,1100,6/13/2025
1,11018,7/13/2025
1,18200,8/17/2025
1,15939,6/25/2025
1,10030,9/9/2025
1,8456,4/12/2025
1,246,8/8/2025
1,14796,10/5/2025
1,6569,10/17/2025
1,6238,4/15/2025
1,11473,8/20/2025
1,11586,9/29/2025
1,12011,4/22/2025
1,8312,7/12/2025
1,14674,9/26/2025
1,18623,9/22/2025
1,19736,4/11/2025
1,9146,5/8/2025
1,13495,4/14/2025
1,13630,4/14/2025
1,9482,5/25/2025
1,16026,7/24/2025
1,10242,5/20/2025
1,13445,5/8/2025
1,6910,8/25/2025
1,2817,4/17/2025
1,1481,7/1/2025
1,17699,4/8/2025
1,14352,4/18/2025
1,19694,10/12/2025
1,2039,10/16/2025
1,19697,8/2/2025
1,11179,6/19/2025
1,1255,5/21/2025
1,16407,6/16/2025
1,2545,7/1/2025
1,5690,10/17/2025
1,2898,6/23/2025
1,18197,5/5/2025
1,11469,6/16/2025
1,11330,5/30/2025
1,3307,4/10/2025
1,537,4/13/2025
1,17306,8/11/2025
1,483,4/1/2025
1,5965,8/26/2025
1,1442,5/4/2025
1,2248,9/30/2025
1,16121,8/31/2025
1,17243,9/9/2025
1,19600,8/8/2025
1,8802,4/21/2025
1,12498,8/5/2025
1,3573,8/6/2025
1,6272,6/2/2025
1,3057,6/13/2025
1,16164,5/4/2025
1,1737,4/17/2025
1,14487,9/28/2025
1,18511,5/15/2025
1,1778,6/27/2025
1,10096,8/3/2025
1,2631,7/17/2025
1,7877,10/10/2025
1,9273,8/9/2025
1,16544,5/27/2025
1,2338,10/5/2025
1,4245,5/19/2025
1,5628,5/1/2025
1,17607,8/21/2025
1,914,6/6/2025
1,2209,8/11/2025
1,16434,9/8/2025
1,15910,7/24/2025
1,9023,5/17/2025
1,4479,7/4/2025
1,12105,6/14/2025
1,10367,7/8/2025
1,4757,5/21/2025
1,9298,7/3/2025
1,18795,9/20/2025
1,4262,10/27/2025
1,15697,6/24/2025
1,4287,4/10/2025
1,11015,6/3/2025
1,3727,6/16/2025
1,2850,9/1/2025
1,16225,10/16/2025
1,10172,4/5/2025
1,10615,9/13/2025
1,19296,8/11/2025
1,1704,4/22/2025
1,17643,8/8/2025
1,12199,5/15/2025
1,4138,6/24/2025
1,13360,6/14/2025
1,17386,9/28/2025
1,2448,9/8/2025
1,15346,8/1/2025
1,12424,10/21/2025
1,16813,9/11/2025
1,11081,5/15/2025
1,11136,8/15/2025
1,15806,10/20/2025
1,15229,7/10/2025
1,18016,8/20/2025
1,10648,9/11/2025
1,18810,10/18/2025
1,9255,8/6/2025
1,11807,8/26/2025
1,17793,4/13/2025
1,4979,8/21/2025
1,393,9/5/2025
1,17223,5/21/2025
1,2000,6/9/2025
1,9327,8/24/2025
1,12597,5/21/2025
1,15201,7/13/2025
1,3700,7/25/2025
1,18547,4/22/2025
1,10114,8/24/2025
1,1279,8/29/2025
1,4428,6/11/2025
1,6322,5/25/2025
1,15646,8/9/2025
1,4909,8/5/2025
1,13869,8/8/2025
1,9920,9/12/2025
1,19858,8/8/2025
1,955,10/3/2025
1,5503,9/11/2025
1,3049,4/14/2025
1,9985,6/20/2025
1,5237,4/24/2025
1,12766,8/11/2025
1,17434,7/28/2025
1,16329,4/30/2025
1,10135,4/7/2025
1,3643,6/22/2025
1,19066,6/24/2025
1,400,4/29/2025
1,12883,8/4/2025
1,2102,6/21/2025
1,10882,10/11/2025
1,4761,6/3/2025
1,11076,9/13/2025
1,4992,6/28/2025
1,17122,5/2/2025
1,7055,4/26/2025
1,12740,7/22/2025
1,13768,6/25/2025
1,1454,9/17/2025
1,12167,5/30/2025
1,15216,10/22/2025
1,9576,9/13/2025
1,18470,5/22/2025
1,18916,5/13/2025
1,9667,10/27/2025
1,18044,8/4/2025
1,17363,6/26/2025
1,505,10/29/2025
1,11268,10/29/2025
1,6546,9/30/2025
1,13103,4/4/2025
1,538,4/6/2025
1,17824,7/14/2025
1,17603,10/22/2025
1,8658,7/25/2025
1,15499,9/16/2025
1,5697,10/6/2025
1,18020,4/17/2025
1,7143,6/25/2025
1,10069,7/27/2025
1,333,8/19/2025
1,9938,8/15/2025
1,1670,8/25/2025
